Step1,Step2CK,AOA,CumulativeQuartile,#Ho0redClerkships,Ho0rs-AThisSpecialty,GHHS,OtherDegrees,ResearchYear,#ResearchExperiences,"#Abstracts,Pres,Posters",#Peer-RevPublications,#VolunteerExperiences,#LeadershipPositions,RequiredtoRemediate,PassAttempt-Step1,PassAttempt-Step2CK,PassAttempt-Step2CS,#ProgramsApplied,#InterviewsAttended,HomeState,Release-Step2CK,Release-Step2CS,MajorityofInterviewOffers,MajorityofInterviewsAttended,Matched
250,250,0,1,2,1,0,,0,3,5,0,11,11,0,1,1,1,25,16,,LateOctober,LateOctober,EarlyOctober,0vember,1
250,250,0,3,2,1,0,,1,1,3,0,2,0,0,1,1,1,56,8,,MidSeptember,MidSeptember,EarlyOctober,0vember,1
250,250,1,1,4,1,0,,0,3,2,8,3,0,0,1,1,1,23,11,PA,MidSeptember,MidSeptember,LateOctober,December,1
250,255,0,1,5,,0,MBA,0,5,4,0,11,0,0,1,1,1,28,10,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
250,255,0,1,0,1,1,,0,3,4,2,11,11,0,1,1,1,24,15,TX,MidSeptember,EarlyJanuary,PromptlyafterOct1(MSPErelease),October,1
250,255,0,1,2,1,0,PhD,0,1,6,5,4,3,0,1,1,1,18,11,TX,Early0vember,MidSeptember,EarlyOctober,0vember,1
250,255,1,1,4,1,1,,0,2,3,0,3,4,0,1,1,1,19,9,IL,MidSeptember,Mid0vember,MidOctober,December,1
250,260,1,,3,0,1,,0,1,0,0,4,4,0,1,1,1,26,11,SC,MidSeptember,LateJanuary,MidOctober,0vember,1
250,260,1,1,4,1,0,MBA,0,2,4,0,7,3,0,1,1,1,21,10,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
250,260,1,1,7,1,1,,0,2,1,0,10,7,0,1,1,1,13,10,IL,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
250,260,0,1,8,1,0,,0,0,0,1,3,0,0,1,1,1,20,10,KY,LateSeptember,LateSeptember,PromptlyafterOct1(MSPErelease),October,1
250,265,0,1,1,0,1,MDiv,0,4,1,0,5,1,0,1,1,1,33,10,FL,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
250,270,0,1,7,1,0,,0,0,0,1,2,2,0,1,1,1,25,9,TX,MidSeptember,Mid0vember,MidOctober,October,0
250,270,1,1,8,1,0,,0,2,4,1,8,6,0,1,1,1,20,15,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
250,270,1,1,8,1,1,,0,5,5,1,11,11,0,1,1,1,26,16,TX,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
255,245,0,,0,0,0,MSc,0,2,2,1,7,5,0,1,1,1,44,13,WI,EarlyOctober,EarlyDecember,EarlyOctober,October,1
255,245,0,3,2,0,0,,0,3,1,3,3,3,0,1,1,2,19,8,NY,MidSeptember,AfterRankListSubmission,Early0vember,December,1
255,250,0,,2,0,0,,0,2,1,0,5,2,0,1,1,1,20,5,NY,MidSeptember,MidSeptember,EarlyOctober,December,1
255,255,0,1,2,0,0,,0,3,6,2,3,2,0,1,1,1,30,16,FL,MidSeptember,MidDecember,MidOctober,0vember,1
255,260,0,3,1,1,0,,0,3,2,1,4,3,0,1,1,1,16,11,IL,Mid0vember,LateJanuary,PromptlyafterOct1(MSPErelease),0vember,1
255,260,0,1,4,1,0,PhD,1,8,11,7,5,3,0,1,1,1,25,12,AL,MidSeptember,MidDecember,PromptlyafterOct1(MSPErelease),December,1
255,260,1,1,4,1,0,,0,6,6,1,11,5,0,1,1,1,41,20,TX,EarlyOctober,MidJanuary,MidOctober,0vember,1
255,260,0,1,6,1,0,PhD,0,3,11,8,3,1,0,1,1,1,14,12,TX,EarlyOctober,EarlyOctober,MidOctober,0vember,1
255,260,1,1,6,1,1,,,2,1,0,2,3,0,1,1,1,32,15,IL,LateSeptember,EarlyDecember,EarlyOctober,0vember,1
255,260,,,8,1,,,1,2,4,0,5,2,0,1,1,1,12,8,CT,MidSeptember,MidSeptember,EarlyOctober,January,1
255,260,1,1,8,1,,,0,0,2,0,11,7,0,1,1,1,31,17,,MidSeptember,MidSeptember,LateOctober,0vember,1
255,265,1,1,4,1,0,,0,2,3,0,5,5,0,1,1,1,34,14,IL,MidSeptember,MidOctober,MidOctober,December,1
255,265,1,1,5,1,0,,0,3,8,4,2,1,0,1,1,1,6,5,MN,LateDecember,MidJanuary,MidOctober,0vember,1
255,265,1,1,6,1,1,,0,3,1,0,11,11,0,1,1,1,6,6,NY,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,1
255,265,,1,7,1,,MPH,0,1,11,8,8,4,0,1,1,1,16,10,,MidSeptember,MidSeptember,EarlyOctober,December,1
260,250,1,1,5,1,0,,,5,4,1,8,5,0,1,1,1,18,15,PA,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
260,255,1,,3,1,0,,0,3,4,0,9,3,0,1,1,1,28,9,TX,MidOctober,MidOctober,LateSeptember(beforeMSPErelease),0vember,1
260,265,0,1,6,1,0,,0,2,1,3,6,2,0,1,1,1,38,12,FL,MidSeptember,MidSeptember,EarlyOctober,December,1
260,265,1,1,7,1,1,,0,2,1,5,9,2,0,1,1,1,13,9,TX,MidSeptember,MidSeptember,EarlyOctober,December,1
260,270,,,7,1,0,Other,1,7,11,4,5,0,0,1,1,1,14,12,NY,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,1
265,265,1,1,5,,0,,0,1,0,0,6,2,0,1,1,1,20,13,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
265,265,1,,7,1,1,,0,5,5,3,11,10,0,1,1,1,11,11,NY,EarlyJanuary,MidOctober,MidOctober,0vember,1
265,265,1,1,8,1,0,,0,6,6,3,8,8,0,1,1,1,22,14,TX,MidDecember,LateJanuary,LateSeptember(beforeMSPErelease),0vember,1
